fecha,presion
2024-09-13 01:05:56.546690,0
2024-09-13 01:06:21.603303,0
2024-09-13 01:06:46.565094,0
2024-09-13 01:07:11.633794,0
2024-09-13 01:07:36.702800,0
2024-09-13 01:08:01.667416,0
2024-09-13 01:08:26.733299,0
2024-09-13 01:08:51.855611,0
2024-09-13 01:09:16.777507,0
2024-09-13 01:09:41.830194,0
2024-09-13 01:10:06.802523,0
2024-09-13 01:10:32.814695,0
2024-09-13 01:10:56.946983,0
2024-09-13 01:11:21.956065,0
2024-09-13 01:11:47.105762,0
2024-09-13 01:12:11.960099,0
2024-09-13 01:12:37.013172,0
2024-09-13 01:13:02.122368,0
2024-09-13 01:13:27.068892,0
2024-09-13 01:13:52.126328,0
2024-09-13 01:14:17.102426,0
2024-09-13 01:14:42.162835,0
2024-09-13 01:15:07.239047,0
2024-09-13 01:15:32.193667,0
2024-09-13 01:15:57.553516,0
2024-09-13 01:16:22.334998,0
2024-09-13 01:20:07.604926,0
2024-09-13 01:20:32.565836,0
2024-09-13 01:20:57.625950,0
2024-09-13 01:21:22.703176,0
2024-09-13 01:21:47.666741,0
2024-09-13 01:22:12.743569,0
2024-09-13 01:22:37.800456,0
2024-09-13 01:23:02.787734,0
2024-09-13 01:23:27.844791,0
2024-09-13 01:23:52.819680,0
2024-09-13 01:24:17.877592,0
2024-09-13 01:24:42.950259,0
2024-09-13 01:25:07.919543,0
2024-09-13 01:25:32.984577,0
2024-09-13 01:25:57.958706,0
2024-09-13 01:26:23.030042,0
2024-09-13 01:26:48.098062,0
2024-09-13 01:27:13.250559,0
2024-09-13 01:27:38.117311,0
2024-09-13 01:28:03.187789,0
2024-09-13 01:28:28.165206,0
2024-09-13 01:28:53.242750,0
2024-09-13 01:29:18.292282,0
2024-09-13 01:29:43.263761,0
2024-09-13 01:30:08.331740,0
2024-09-13 01:30:33.395298,0
2024-09-13 01:30:58.363928,0
2024-09-13 01:31:23.437313,0
2024-09-13 01:31:48.399803,0
2024-09-13 01:32:13.469378,0
2024-09-13 01:32:38.538760,0
2024-09-13 01:33:03.517314,0
2024-09-13 01:33:28.578171,0
2024-09-13 01:33:53.552325,0
2024-09-13 01:34:18.610895,0
2024-09-13 01:34:43.682174,0
2024-09-13 01:35:08.664154,0
2024-09-13 01:35:33.723718,0
2024-09-13 01:35:58.789745,0
2024-09-13 01:36:23.763747,0
2024-09-13 01:36:48.825086,0
2024-09-13 01:37:13.893677,0
2024-09-13 01:37:38.849468,0
2024-09-13 01:38:03.914576,0
2024-09-13 01:38:28.894827,0
2024-09-13 01:38:54.901480,0
2024-09-13 01:39:19.026570,0
2024-09-13 01:39:43.989155,0
2024-09-13 01:40:09.106236,0
2024-09-13 01:40:34.121192,0
2024-09-13 01:40:59.092906,0
2024-09-13 01:41:24.166951,0
2024-09-13 01:41:49.232505,0
2024-09-13 01:42:14.189374,0
2024-09-13 01:42:39.262767,0
2024-09-13 01:43:04.223970,0
2024-09-13 01:43:29.346905,0
2024-09-13 01:43:54.356024,0
2024-09-13 01:44:19.356087,0
2024-09-13 01:44:44.397017,0
2024-09-13 01:45:11.725075,0
2024-09-13 01:45:34.434144,0
2024-09-13 01:45:59.489393,0
2024-09-13 01:46:24.559801,0
2024-09-13 01:46:49.517721,0
2024-09-13 01:47:14.584533,0
2024-09-13 01:47:39.654133,0
2024-09-13 01:48:04.635007,0
2024-09-13 01:48:29.697763,0
2024-09-13 01:48:54.652360,0
2024-09-13 01:49:19.717304,0
2024-09-13 01:49:44.791960,0
2024-09-13 01:50:09.761534,0
2024-09-13 01:50:34.853083,0
2024-09-13 01:50:59.887219,0
2024-09-13 01:51:29.087191,0
2024-09-13 01:51:50.336194,0
2024-09-13 01:52:14.997306,0
2024-09-13 01:52:39.945189,0
2024-09-13 01:53:05.026487,0
2024-09-13 01:53:29.992864,0
2024-09-13 01:53:55.062551,0
2024-09-13 01:54:20.147699,0
2024-09-13 01:54:45.098391,0
2024-09-13 01:55:10.173219,0
2024-09-13 01:55:35.156906,0
2024-09-13 01:56:00.213667,0
2024-09-13 01:56:25.287387,0
2024-09-13 01:56:50.257085,0
2024-09-13 01:57:15.318785,0
2024-09-13 01:57:40.384783,0
2024-09-13 01:58:05.351570,0
2024-09-13 01:58:30.441724,0
2024-09-13 01:58:55.407639,0
2024-09-13 01:59:20.468920,0
2024-09-13 01:59:45.524916,0
2024-09-13 02:00:10.545029,0
2024-09-13 02:00:35.559890,0
2024-09-13 02:01:00.629528,0
2024-09-13 02:01:25.618595,0
2024-09-13 02:01:50.660512,0
2024-09-13 02:02:15.728582,0
2024-09-13 02:02:40.694768,0
2024-09-13 02:03:05.762436,0
2024-09-13 02:03:30.734937,0
2024-09-13 02:03:55.797560,0
2024-09-13 02:10:36.264605,0
2024-09-13 02:11:01.351691,0
2024-09-13 02:11:26.302670,0
2024-09-13 02:11:51.369440,0
2024-09-13 02:12:16.429068,0
2024-09-13 02:12:41.407166,0
2024-09-13 02:13:06.474931,0
2024-09-13 02:13:31.535864,0
2024-09-13 02:13:56.506394,0
2024-09-13 02:14:21.582270,0
2024-09-13 02:14:46.653601,0
2024-09-13 02:15:11.617876,0
2024-09-13 02:15:36.722473,0
2024-09-13 02:16:01.658647,0
2024-09-13 02:16:26.730104,0
2024-09-13 02:16:51.894014,0
2024-09-13 02:17:16.780787,0
2024-09-13 02:17:41.854297,0
2024-09-13 02:18:06.795926,0
2024-09-13 02:18:31.861074,0
2024-09-13 02:18:56.928493,0
2024-09-13 02:19:21.975638,0
2024-09-13 02:19:46.967124,0
2024-09-13 02:20:12.057249,0
2024-09-13 02:20:38.000143,0
2024-09-13 02:21:02.063975,0
2024-09-13 02:21:27.153635,0
2024-09-13 02:21:52.105851,0
2024-09-13 02:22:17.172586,0
2024-09-13 02:22:42.137792,0
2024-09-13 02:23:07.209914,0
2024-09-13 02:23:32.278187,0
2024-09-13 02:23:57.239698,0
2024-09-13 02:24:22.307389,0
2024-09-13 02:24:47.384676,0
2024-09-13 02:25:12.346738,0
2024-09-13 02:25:37.425027,0
2024-09-13 02:26:02.384676,0
2024-09-13 02:26:27.456134,0
2024-09-13 02:26:54.509239,0
2024-09-13 02:27:17.486085,0
2024-09-13 02:27:42.558246,0
2024-09-13 02:28:07.619842,0
2024-09-13 02:28:32.582444,0
2024-09-13 02:28:57.823682,0
2024-09-13 02:29:22.617791,0
2024-09-13 02:29:47.689633,0
2024-09-13 02:30:12.774816,0
2024-09-13 02:30:37.730224,0
2024-09-13 02:31:02.792755,0
2024-09-13 02:31:27.862214,0
2024-09-13 02:31:52.825989,0
2024-09-13 02:32:17.887708,0
2024-09-13 02:32:42.953351,0
2024-09-13 02:33:07.922107,0
2024-09-13 02:33:33.002888,0
2024-09-13 02:33:57.963904,0
2024-09-13 02:34:23.032474,0
2024-09-13 02:34:48.094699,0
2024-09-13 02:35:13.059594,0
2024-09-13 02:35:38.136185,0
2024-09-13 02:36:03.203595,0
2024-09-13 02:36:28.168429,0
2024-09-13 02:36:53.238846,0
2024-09-13 02:37:18.208253,0
2024-09-13 02:37:43.279447,0
2024-09-13 02:38:08.423021,0
2024-09-13 02:38:33.303937,0
2024-09-13 02:38:58.370226,0
2024-09-13 02:39:23.433040,0
2024-09-13 02:39:48.404404,0
2024-09-13 02:40:13.536271,0
2024-09-13 02:40:38.539308,0
2024-09-13 02:41:03.493936,0
2024-09-13 02:41:28.555405,0
2024-09-13 02:41:53.632618,0
2024-09-13 02:42:18.597361,0
2024-09-13 02:42:43.660613,0
2024-09-13 02:43:08.733293,0
2024-09-13 02:43:33.775154,0
2024-09-13 02:43:58.756963,0
2024-09-13 02:44:23.828033,0
2024-09-13 02:44:48.973578,0
2024-09-13 02:45:13.867258,0
2024-09-13 02:45:38.850047,0
2024-09-13 02:46:03.928327,0
2024-09-13 02:46:28.983788,0
2024-09-13 02:46:53.946047,0
2024-09-13 02:47:19.101953,0
2024-09-13 02:47:44.073118,0
2024-09-13 02:48:09.030251,0
2024-09-13 02:48:34.102146,0
2024-09-13 02:49:01.158851,0
2024-09-13 02:49:24.135156,0
2024-09-13 02:49:49.353751,0
2024-09-13 02:50:14.175571,0
2024-09-13 02:50:39.254898,0
2024-09-13 02:51:04.497720,0
2024-09-13 02:51:29.268284,0
2024-09-13 02:51:54.339592,0
2024-09-13 02:52:19.492770,0
2024-09-13 02:52:44.372314,0
2024-09-13 02:53:09.440600,0
2024-09-13 02:53:34.536128,0
2024-09-13 02:53:59.474575,0
2024-09-13 02:54:24.544939,0
2024-09-13 02:54:49.675532,0
2024-09-13 02:55:23.082448,0
2024-09-13 02:55:39.641112,0
2024-09-13 02:56:04.676260,0
2024-09-13 02:56:29.674482,0
2024-09-13 02:56:54.754319,0
2024-09-13 02:57:19.760849,0
2024-09-13 02:57:44.773431,0
2024-09-13 02:58:09.839938,0
2024-09-13 02:58:34.816068,0
2024-09-13 02:59:00.002968,0
2024-09-13 02:59:24.846889,0
2024-09-13 02:59:50.090124,0
2024-09-13 03:00:14.980831,0
2024-09-13 03:00:39.960627,0
2024-09-13 03:01:05.107903,0
2024-09-13 03:01:30.238797,0
2024-09-13 03:01:55.060177,0
2024-09-13 03:02:20.313493,0
2024-09-13 03:02:45.096269,0
2024-09-13 03:03:10.173270,0
2024-09-13 03:03:35.420243,0
2024-09-13 03:04:00.197970,0
2024-09-13 03:04:25.278443,0
2024-09-13 03:04:50.334447,0
2024-09-13 03:05:15.313461,0
2024-09-13 03:05:40.374663,0
2024-09-13 03:06:05.447329,0
2024-09-13 03:06:30.425051,0
2024-09-13 03:06:55.475484,0
2024-09-13 03:07:20.704906,0
2024-09-13 03:07:45.518402,0
2024-09-13 03:08:10.579864,0
2024-09-13 03:08:35.723255,0
2024-09-13 03:09:00.618286,0
2024-09-13 03:09:25.601173,0
2024-09-13 03:09:50.652861,0
2024-09-13 03:10:15.718045,0
2024-09-13 03:10:41.118367,0
2024-09-13 03:11:05.929166,0
2024-09-13 03:11:30.835065,0
2024-09-13 03:11:55.793395,0
2024-09-13 03:12:20.860454,0
2024-09-13 03:12:45.924381,0
2024-09-13 03:13:10.899293,0
2024-09-13 03:13:35.996488,0
2024-09-13 03:14:00.935704,0
2024-09-13 03:14:26.008846,0
2024-09-13 03:14:51.070374,0
2024-09-13 03:15:16.056062,0
2024-09-13 03:15:41.113131,0
2024-09-13 03:16:06.082791,0
2024-09-13 03:16:31.164300,0
2024-09-13 03:16:56.241663,0
2024-09-13 03:17:23.317904,0
2024-09-13 03:17:46.265851,0
2024-09-13 03:18:11.233399,0
2024-09-13 03:18:36.290927,0
2024-09-13 03:19:01.370101,0
2024-09-13 03:19:26.338851,0
2024-09-13 03:19:51.395691,0
2024-09-13 03:20:16.467985,0
2024-09-13 03:20:41.434200,0
2024-09-13 03:21:06.506572,0
2024-09-13 03:21:31.565498,0
2024-09-13 03:21:56.645029,0
2024-09-13 03:22:21.704854,0
2024-09-13 03:22:46.569976,0
2024-09-13 03:23:11.639488,0
2024-09-13 03:23:40.993414,0
2024-09-13 03:24:01.684406,0
2024-09-13 03:24:26.750472,0
2024-09-13 03:24:51.899462,0
2024-09-13 03:25:16.778591,0
2024-09-13 03:25:41.853451,0
2024-09-13 03:26:06.911132,0
2024-09-13 03:26:31.875632,0
2024-09-13 03:26:56.942727,0
2024-09-13 03:27:21.981073,0
2024-09-13 03:27:46.973195,0
2024-09-13 03:28:12.047765,0
2024-09-13 03:28:37.177477,0
2024-09-13 03:29:02.106073,0
2024-09-13 03:29:27.149344,0
2024-09-13 03:29:52.112725,0
2024-09-13 03:30:17.191746,0
2024-09-13 03:30:42.155806,0
2024-09-13 03:31:07.235706,0
2024-09-13 03:31:32.299365,0
2024-09-13 03:31:57.263231,0
2024-09-13 03:32:22.422766,0
2024-09-13 03:32:47.295987,0
2024-09-13 03:33:12.361892,0
2024-09-13 03:33:37.437061,0
2024-09-13 03:34:02.403233,0
2024-09-13 03:34:27.474102,0
2024-09-13 03:34:52.537487,0
2024-09-13 03:35:17.504863,0
2024-09-13 03:35:42.572433,0
2024-09-13 03:36:07.551354,0
2024-09-13 03:36:32.616187,0
2024-09-13 03:36:57.680570,0
2024-09-13 03:37:22.659060,0
2024-09-13 03:37:47.714478,0
2024-09-13 03:38:12.683816,0
2024-09-13 03:38:37.746163,0
2024-09-13 03:39:02.834016,0
2024-09-13 03:39:27.784730,0
2024-09-13 03:39:52.966619,0
2024-09-13 03:40:17.913406,0
2024-09-13 03:40:42.885236,0
2024-09-13 03:41:07.954153,0
2024-09-13 03:41:33.025935,0
2024-09-13 03:41:57.978654,0
2024-09-13 03:42:23.049106,0
2024-09-13 03:42:48.114743,0
2024-09-13 03:43:13.077427,0
2024-09-13 03:43:38.145573,0
2024-09-13 03:44:03.116036,0
2024-09-13 03:44:28.193618,0
2024-09-13 03:44:53.244141,0
2024-09-13 03:45:18.222265,0
2024-09-13 03:45:43.279341,0
2024-09-13 03:46:08.352919,0
2024-09-13 03:46:33.317663,0
2024-09-13 03:46:58.498072,0
2024-09-13 03:47:23.442008,0
2024-09-13 03:47:48.461839,0
2024-09-13 03:48:13.610594,0
2024-09-13 03:48:38.547127,0
2024-09-13 03:49:03.529127,0
2024-09-13 03:49:28.591614,0
2024-09-13 03:49:53.558633,0
2024-09-13 03:50:18.614512,0
2024-09-13 03:50:43.728769,0
2024-09-13 03:51:08.709251,0
2024-09-13 03:51:33.718326,0
2024-09-13 03:51:58.682756,0
2024-09-13 03:52:23.749844,0
2024-09-13 03:52:48.812047,0
2024-09-13 03:53:13.877781,0
2024-09-13 03:53:38.862309,0
2024-09-13 03:54:03.925599,0
2024-09-13 03:54:28.920837,0
2024-09-13 03:54:53.957452,0
2024-09-13 03:55:18.920215,0
2024-09-13 03:55:44.000346,0
2024-09-13 03:56:09.086081,0
2024-09-13 03:56:34.032583,0
2024-09-13 03:56:59.154849,0
2024-09-13 03:57:24.054242,0
2024-09-13 03:57:49.112227,0
2024-09-13 03:58:18.471325,0
2024-09-13 03:58:39.152816,0
2024-09-13 03:59:04.227497,0
2024-09-13 03:59:29.288481,0
2024-09-13 03:59:54.256789,0
2024-09-13 04:00:19.223275,0
2024-09-13 04:00:44.298728,0
2024-09-13 04:01:09.362405,0
2024-09-13 04:01:34.317027,0
2024-09-13 04:01:59.406634,0
2024-09-13 04:02:24.456317,0
2024-09-13 04:02:49.417436,0
2024-09-13 04:03:14.547358,0
2024-09-13 04:03:39.534398,0
2024-09-13 04:04:04.504015,0
2024-09-13 04:04:29.619696,0
2024-09-13 04:04:54.636887,0
2024-09-13 04:05:19.607820,0
2024-09-13 04:05:44.744893,0
2024-09-13 04:06:09.644931,0
2024-09-13 04:06:34.811419,0
2024-09-13 04:06:59.927695,0
2024-09-13 04:07:24.753584,0
2024-09-13 04:07:49.844356,0
2024-09-13 04:08:14.960342,0
2024-09-13 04:08:39.852023,0
2024-09-13 04:09:05.853992,0
2024-09-13 04:09:30.017071,0
2024-09-13 04:09:54.962237,0
2024-09-13 04:10:20.036329,0
2024-09-13 04:10:45.069718,0
2024-09-13 04:11:10.060377,0
2024-09-13 04:11:35.033337,0
2024-09-13 04:12:00.165609,0
2024-09-13 04:12:25.187602,0
2024-09-13 04:12:50.138916,0
2024-09-13 04:13:15.225263,0
2024-09-13 04:13:40.292882,0
2024-09-13 04:14:05.244983,0
2024-09-13 04:14:30.323144,0
2024-09-13 04:14:55.293326,0
2024-09-13 04:15:22.361531,0
2024-09-13 04:15:45.431215,0
2024-09-13 04:16:10.415968,0
2024-09-13 04:16:35.452745,0
2024-09-13 04:17:00.536320,0
2024-09-13 04:17:25.496395,0
2024-09-13 04:17:50.556518,0
2024-09-13 04:18:15.543105,0
2024-09-13 04:18:40.603698,0
2024-09-13 04:19:05.672739,0
2024-09-13 04:19:30.658874,0
2024-09-13 04:19:55.691754,0
2024-09-13 04:20:20.756526,0
2024-09-13 04:20:45.889406,0
2024-09-13 04:21:10.789634,0
2024-09-13 04:21:35.855540,0
2024-09-13 04:22:00.826168,0
2024-09-13 04:22:25.928999,0
2024-09-13 04:22:50.868508,0
2024-09-13 04:23:15.931958,0
2024-09-13 04:23:40.897893,0
2024-09-13 04:24:05.966257,0
2024-09-13 04:24:31.031378,0
2024-09-13 04:24:55.994300,0
2024-09-13 04:25:21.061717,0
2024-09-13 04:25:46.132025,0
2024-09-13 04:26:11.097591,0
2024-09-13 04:26:36.171675,0
2024-09-13 04:27:01.237390,0
2024-09-13 04:27:26.201940,0
2024-09-13 04:27:51.287073,0
2024-09-13 04:28:16.316433,0
2024-09-13 04:28:41.312231,0
2024-09-13 04:29:06.277403,0
2024-09-13 04:29:31.388494,0
2024-09-13 04:29:56.420727,0
2024-09-13 04:30:21.446778,0
2024-09-13 04:30:46.436839,0
2024-09-13 04:31:11.498988,0
2024-09-13 04:31:36.547991,0
2024-09-13 04:32:01.538563,0
2024-09-13 04:32:26.600756,0
2024-09-13 04:32:51.633730,0
2024-09-13 04:33:16.644444,0
2024-09-13 04:33:41.722998,0
2024-09-13 04:34:06.685539,0
2024-09-13 04:34:31.836475,0
2024-09-13 04:34:56.727445,0
2024-09-13 04:35:21.780252,0
2024-09-13 04:35:46.850282,0
2024-09-13 04:36:11.905150,0
2024-09-13 04:36:36.939581,0
2024-09-13 04:37:01.981050,0
2024-09-13 04:37:26.922643,0
2024-09-13 04:37:51.985491,0
2024-09-13 04:38:17.040355,0
2024-09-13 04:38:42.017151,0
2024-09-13 04:39:07.092682,0
2024-09-13 04:39:32.156141,0
2024-09-13 04:39:57.285460,0
2024-09-13 04:40:22.189970,0
2024-09-13 04:40:47.297287,0
2024-09-13 04:41:12.217695,0
2024-09-13 04:41:37.282368,0
2024-09-13 04:42:02.304527,0
2024-09-13 04:42:27.326821,0
2024-09-13 04:42:52.301494,0
2024-09-13 04:43:17.933958,0
2024-09-13 04:43:42.431319,0
2024-09-13 04:44:07.419203,0
2024-09-13 04:44:32.575637,0
2024-09-13 04:44:57.645835,0
2024-09-13 04:45:22.505967,0
2024-09-13 04:45:47.555291,0
2024-09-13 04:46:12.628230,0
2024-09-13 04:46:37.596102,0
2024-09-13 04:47:02.705540,0
2024-09-13 04:47:27.635445,0
2024-09-13 04:47:52.701198,0
2024-09-13 04:48:17.870607,0
2024-09-13 04:48:42.733357,0
2024-09-13 04:49:07.794031,0
2024-09-13 04:49:32.863774,0
2024-09-13 04:49:57.840869,0
2024-09-13 04:50:22.911032,0
2024-09-13 04:50:47.873144,0
2024-09-13 04:51:12.941768,0
2024-09-13 04:51:38.007727,0
2024-09-13 04:52:03.094597,0
2024-09-13 04:52:28.052312,0
2024-09-13 04:52:53.126411,0
2024-09-13 04:53:18.088228,0
2024-09-13 04:53:43.156891,0
2024-09-13 04:54:08.125295,0
2024-09-13 04:54:33.180330,0
2024-09-13 04:54:58.250758,0
2024-09-13 04:55:23.220390,0
2024-09-13 04:55:48.393131,0
2024-09-13 04:56:13.362667,0
2024-09-13 04:56:38.419976,0
2024-09-13 04:57:03.424341,0
2024-09-13 04:57:28.358676,0
2024-09-13 04:57:53.426476,0
2024-09-13 04:58:18.490695,0
2024-09-13 04:58:43.456688,0
2024-09-13 04:59:08.524346,0
2024-09-13 04:59:33.593409,0
2024-09-13 04:59:58.567454,0
2024-09-13 05:00:23.627347,0
2024-09-13 05:00:48.602853,0
2024-09-13 05:01:13.661720,0
2024-09-13 05:01:38.733405,39
2024-09-13 05:02:03.695666,49
2024-09-13 05:02:28.763907,69
2024-09-13 05:02:53.852111,82
2024-09-13 05:03:19.122810,87
2024-09-13 05:03:43.881836,93
2024-09-13 05:04:10.161632,96
2024-09-13 05:04:33.922513,74
2024-09-13 05:04:58.991399,40
2024-09-13 05:05:23.968103,42
2024-09-13 05:05:49.034949,49
2024-09-13 05:06:14.003180,49
2024-09-13 05:06:39.069421,48
2024-09-13 05:07:08.150404,49
2024-09-13 05:07:29.110764,40
2024-09-13 05:07:54.303171,46
2024-09-13 05:08:19.235360,42
2024-09-13 05:08:44.205119,63
2024-09-13 05:09:11.688043,62
2024-09-13 05:09:34.249438,40
2024-09-13 05:09:59.322641,38
2024-09-13 05:10:24.380104,45
2024-09-13 05:10:49.509912,44
2024-09-13 05:11:14.826257,48
2024-09-13 05:11:39.491038,43
2024-09-13 05:12:04.456472,41
2024-09-13 05:12:29.526430,60
2024-09-13 05:12:54.503330,52
2024-09-13 05:13:19.579105,77
2024-09-13 05:13:44.644334,46
2024-09-13 05:14:10.429703,47
2024-09-13 05:14:34.742547,45
2024-09-13 05:14:59.657761,52
2024-09-13 05:15:24.711965,69
2024-09-13 05:15:49.911496,54
2024-09-13 05:16:14.747741,56
2024-09-13 05:16:39.814318,55
2024-09-13 05:17:08.915147,62
2024-09-13 05:17:29.920662,81
2024-09-13 05:17:54.859854,78
2024-09-13 05:18:19.935019,67
2024-09-13 05:18:45.009491,66
2024-09-13 05:19:09.971337,69
2024-09-13 05:19:35.095372,73
2024-09-13 05:20:00.093220,75
2024-09-13 05:20:25.063366,59
2024-09-13 05:20:50.152420,57
2024-09-13 05:21:15.107863,58
2024-09-13 05:21:40.170125,62
2024-09-13 05:22:05.247604,67
2024-09-13 05:22:30.220151,74
2024-09-13 05:22:55.269867,68
2024-09-13 05:23:20.494955,69
2024-09-13 05:23:45.305227,74
2024-09-13 05:24:14.789887,60
2024-09-13 05:24:39.938176,65
2024-09-13 05:25:00.420952,71
2024-09-13 05:25:25.481862,68
2024-09-13 05:25:50.540052,58
2024-09-13 05:26:15.507177,68
2024-09-13 05:26:40.595830,65
2024-09-13 05:27:08.489846,82
2024-09-13 05:27:30.619868,67
2024-09-13 05:27:55.588635,73
2024-09-13 05:28:20.778885,72
2024-09-13 05:28:45.732206,76
2024-09-13 05:29:10.695128,68
2024-09-13 05:29:35.770950,88
2024-09-13 05:30:00.836681,76
2024-09-13 05:30:25.791132,70
2024-09-13 05:30:50.870585,70
2024-09-13 05:31:15.926771,71
2024-09-13 05:31:40.929646,73
2024-09-13 05:32:10.809158,72
2024-09-13 05:32:30.935624,76
2024-09-13 05:32:56.002449,78
2024-09-13 05:33:21.061246,79
